"","X","Service.Request.Type","City.Department","Created.Date","Date","Time","Location","Latitude","Longitude","Latitude.Longitude","ZIP.Code","Police.Precinct","Neighborhood"
"799",1044803,"Street Sign Maintenance","SDOT-Seattle Department of Transportation","04/25/2025 06:02:55 PM","2025-04-25","06:02:55","6218 SW ADMIRAL WAY, SEATTLE, WA 98116",47.576031,-122.4130104,"POINT (-122.4130104 47.576031)","98116","SOUTHWEST","ALKI"
"800",1044804,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/25/2025 06:04:58 PM","2025-04-25","06:04:58","922 1ST AVE, SEATTLE, WA 98104",47.6046177,-122.33550609,"POINT (-122.33550609 47.6046177)","98104","WEST","CENTRAL BUSINESS DISTRICT"
"801",1044805,"Overgrown Vegetation","FAS-Finance and Administrative Services","04/25/2025 06:10:59 PM","2025-04-25","06:10:59","7777 8TH AVE S, SEATTLE, WA 98108",47.53299369,-122.32292774,"POINT (-122.32292774 47.53299369)","98108","SOUTHWEST","SOUTH PARK"
"802",1044806,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 05:56:52 PM","2025-04-25","05:56:52","9023 RENTON AVE S, SEATTLE, WA 98118",47.5223328,-122.27557876,"POINT (-122.27557876 47.5223328)","98118","SOUTH","DUNLAP"
"803",1044807,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 06:00:58 PM","2025-04-25","06:00:58","648 MARTIN LUTHER KING JR WAY, SEATTLE, WA 98122",47.60723459,-122.29635266,"POINT (-122.29635266 47.60723459)","98122","EAST","LESCHI"
"804",1044808,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 05:29:46 PM","2025-04-25","05:29:46","1107 E HOWELL ST, SEATTLE, WA 98122",47.61741536,-122.31798915,"POINT (-122.31798915 47.61741536)","98122","EAST","BROADWAY"
"805",1044809,"Illegal Dumping / Needles","SPU-Seattle Public Utilities","04/25/2025 06:21:25 PM","2025-04-25","06:21:25","1605 TERRY AVE, SEATTLE, WA 98101",47.61384034,-122.33093565,"POINT (-122.33093565 47.61384034)","98101","WEST","CENTRAL BUSINESS DISTRICT"
"806",1044810,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 05:31:41 PM","2025-04-25","05:31:41","6386 54TH AVE NE, SEATTLE, WA 98115",47.67518084,-122.26937035,"POINT (-122.26937035 47.67518084)","98115","NORTH","WINDERMERE"
"807",1044811,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 06:03:02 PM","2025-04-25","06:03:02","1515 VALENTINE PL S, SEATTLE, WA 98144",47.58926265,-122.30756904,"POINT (-122.30756904 47.58926265)","98144","SOUTH","NORTH BEACON HILL"
"808",1044812,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 06:29:38 PM","2025-04-25","06:29:38","1822 11TH AVE, SEATTLE, WA 98122",47.61819829,-122.3179935,"POINT (-122.3179935 47.61819829)","98122","EAST","BROADWAY"
"809",1044813,"Pothole","SDOT-Seattle Department of Transportation","04/25/2025 05:58:58 PM","2025-04-25","05:58:58","5699 BEACON AVE S, SEATTLE, WA 98108",47.55102287,-122.30217873,"POINT (-122.30217873 47.55102287)","98108","SOUTH","MID-BEACON HILL"
"810",1044814,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 06:25:24 PM","2025-04-25","06:25:24","1485 RAINIER AVE S, SEATTLE, WA 98144",47.58978297,-122.307251,"POINT (-122.307251 47.58978297)","98144","SOUTH","NORTH BEACON HILL"
"811",1044815,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/25/2025 06:11:11 PM","2025-04-25","06:11:11","2022 BOREN AVE, SEATTLE, WA 98121",47.61834643,-122.33461741,"POINT (-122.33461741 47.61834643)","98121","WEST","BELLTOWN"
"812",1044816,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 06:29:31 PM","2025-04-25","06:29:31","441 2ND AVE S, SEATTLE, WA 98104",47.59882676,-122.33170056,"POINT (-122.33170056 47.59882676)","98104","WEST","PIONEER SQUARE"
"813",1044817,"Public Litter and Recycling Cans","SPU-Seattle Public Utilities","04/25/2025 06:32:11 PM","2025-04-25","06:32:11","615 WESTERN AVE, SEATTLE, WA 98104",47.60221857,-122.33599172,"POINT (-122.33599172 47.60221857)","98104","WEST","PIONEER SQUARE"
"814",1044818,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/25/2025 06:08:58 PM","2025-04-25","06:08:58","876 S KING ST, SEATTLE, WA 98104",47.59842751,-122.32128724,"POINT (-122.32128724 47.59842751)","98104","WEST","INTERNATIONAL DISTRICT"
"815",1044819,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 06:00:54 PM","2025-04-25","06:00:54","478 N 130TH ST, SEATTLE, WA 98133",47.72340371,-122.35267074,"POINT (-122.35267074 47.72340371)","98133","NORTH","BITTER LAKE"
"816",1044820,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/25/2025 06:32:27 PM","2025-04-25","06:32:27","13008 35TH AVE NE, SEATTLE, WA 98125",47.72327755,-122.2905706,"POINT (-122.2905706 47.72327755)","98125","NORTH","CEDAR PARK"
"817",1044821,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 06:17:05 PM","2025-04-25","06:17:05","2519 E THOMAS ST, SEATTLE, WA 98112",47.62128071,-122.29965987,"POINT (-122.29965987 47.62128071)","98112","EAST","STEVENS"
"818",1044822,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 06:32:22 PM","2025-04-25","06:32:22","128 S JACKSON ST, SEATTLE, WA 98104",47.59928569,-122.33325905,"POINT (-122.33325905 47.59928569)","98104","WEST","PIONEER SQUARE"
"819",1044823,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 06:36:14 PM","2025-04-25","06:36:14","837 4TH AVE N, SEATTLE, WA 98109",47.62661121,-122.34898219,"POINT (-122.34898219 47.62661121)","98109","WEST","LOWER QUEEN ANNE"
"820",1044824,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 06:27:06 PM","2025-04-25","06:27:06","1511 RAINIER AVE S, SEATTLE, WA 98144",47.58925461,-122.30692203,"POINT (-122.30692203 47.58925461)","98144","SOUTH","NORTH BEACON HILL"
"821",1044825,"Dead Animal","FAS-Finance and Administrative Services","04/25/2025 06:25:14 PM","2025-04-25","06:25:14","5802 ROOSEVELT WAY NE, SEATTLE, WA 98105",47.67089975,-122.31716562,"POINT (-122.31716562 47.67089975)","98105","NORTH","UNIVERSITY DISTRICT"
"822",1044826,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 06:21:03 PM","2025-04-25","06:21:03","2009 E JOHN ST, SEATTLE, WA 98112",47.62006962,-122.30558736,"POINT (-122.30558736 47.62006962)","98112","EAST","STEVENS"
"823",1044827,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 06:36:33 PM","2025-04-25","06:36:33","7132 SHINKLE PL SW, SEATTLE, WA 98106",47.53901218,-122.36646381,"POINT (-122.36646381 47.53901218)","98106","SOUTHWEST","HIGH POINT"
"824",1044828,"Damaged Sidewalk","SDOT-Seattle Department of Transportation","04/25/2025 06:32:17 PM","2025-04-25","06:32:17","1534 45TH AVE SW, SEATTLE, WA 98116",47.58954864,-122.3886198,"POINT (-122.3886198 47.58954864)","98116","SOUTHWEST","NORTH ADMIRAL"
"825",1044829,"Pothole","SDOT-Seattle Department of Transportation","04/25/2025 06:46:21 PM","2025-04-25","06:46:21","1400 E PINE ST, SEATTLE, WA 98122",47.61559247,-122.31387345,"POINT (-122.31387345 47.61559247)","98122","EAST","BROADWAY"
"826",1044830,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 06:38:11 PM","2025-04-25","06:38:11","9542 RAINIER AVE S, SEATTLE, WA 98118",47.5203008,-122.2594896,"POINT (-122.2594896 47.5203008)","98118","SOUTH","RAINIER BEACH"
"827",1044831,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 06:40:12 PM","2025-04-25","06:40:12","7150 SHINKLE PL SW, SEATTLE, WA 98106",47.53869873,-122.36630274,"POINT (-122.36630274 47.53869873)","98106","SOUTHWEST","HIGH POINT"
"828",1044832,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 06:52:18 PM","2025-04-25","06:52:18","4365 JILL PL S, SEATTLE, WA 98108",47.56322853,-122.29708066,"POINT (-122.29708066 47.56322853)","98108","SOUTH","COLUMBIA CITY"
"829",1044833,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 06:42:13 PM","2025-04-25","06:42:13","1158 VALLEY ST, SEATTLE, WA 98109",47.62603052,-122.33404158,"POINT (-122.33404158 47.62603052)","98109","WEST","SOUTH LAKE UNION"
"830",1044834,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 06:58:20 PM","2025-04-25","06:58:20","207 22ND AVE S, SEATTLE, WA 98144",47.60092691,-122.30364761,"POINT (-122.30364761 47.60092691)","98144","EAST","ATLANTIC"
"831",1044835,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 06:38:16 PM","2025-04-25","06:38:16","53 S JACKSON ST, SEATTLE, WA 98104",47.59909412,-122.33569747,"POINT (-122.33569747 47.59909412)","98104","WEST","PIONEER SQUARE"
"832",1044836,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 06:54:18 PM","2025-04-25","06:54:18","12501 28TH AVE NE, SEATTLE, WA 98125",47.71986102,-122.29808701,"POINT (-122.29808701 47.71986102)","98125","NORTH","OLYMPIC HILLS"
"833",1044837,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 05:47:04 PM","2025-04-25","05:47:04","1378 N 44TH ST, SEATTLE, WA 98103",47.66004229,-122.34100186,"POINT (-122.34100186 47.66004229)","98103","NORTH","WALLINGFORD"
"834",1044838,"Illegal Dumping / Needles","SPU-Seattle Public Utilities","04/25/2025 06:40:21 PM","2025-04-25","06:40:21","5021 BROOKLYN AVE NE, SEATTLE, WA 98105",47.66555441,-122.31454186,"POINT (-122.31454186 47.66555441)","98105","NORTH","UNIVERSITY DISTRICT"
"835",1044839,"Traffic Signal Maintenance","SDOT-Seattle Department of Transportation","04/25/2025 06:32:33 PM","2025-04-25","06:32:33","895 BLANCHARD ST, SEATTLE, WA 98121",47.61766391,-122.33838061,"POINT (-122.33838061 47.61766391)","98121","WEST","BELLTOWN"
"836",1044840,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 07:02:22 PM","2025-04-25","07:02:22","327 HARVARD AVE E, SEATTLE, WA 98102",47.62133203,-122.32222537,"POINT (-122.32222537 47.62133203)","98102","EAST","BROADWAY"
"837",1044841,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 06:54:21 PM","2025-04-25","06:54:21","443 S HOLGATE ST, SEATTLE, WA 98134",47.58609319,-122.32755203,"POINT (-122.32755203 47.58609319)","98134","SOUTH","INDUSTRIAL DISTRICT"
"838",1044842,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 07:00:29 PM","2025-04-25","07:00:29","1605 25TH AVE, SEATTLE, WA 98122",47.61552355,-122.30037607,"POINT (-122.30037607 47.61552355)","98122","EAST","MANN"
"839",1044843,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 06:19:03 PM","2025-04-25","06:19:03","227 21ST AVE E, SEATTLE, WA 98112",47.6205337,-122.30485573,"POINT (-122.30485573 47.6205337)","98112","EAST","STEVENS"
"840",1044844,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 07:08:25 PM","2025-04-25","07:08:25","875 15TH AVE E, SEATTLE, WA 98112",47.62667699,-122.31269333,"POINT (-122.31269333 47.62667699)","98112","EAST","BROADWAY"
"841",1044845,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 07:00:22 PM","2025-04-25","07:00:22","8814 15TH AVE SW, SEATTLE, WA 98106",47.52422115,-122.35368841,"POINT (-122.35368841 47.52422115)","98106","SOUTHWEST","HIGHLAND PARK"
"842",1044846,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 06:36:22 PM","2025-04-25","06:36:22","3904 27TH AVE S, SEATTLE, WA 98108",47.56893346,-122.29757508,"POINT (-122.29757508 47.56893346)","98108","SOUTH","COLUMBIA CITY"
"843",1044847,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 07:06:24 PM","2025-04-25","07:06:24","680 4TH AVE N, SEATTLE, WA 98109",47.62526362,-122.34874944,"POINT (-122.34874944 47.62526362)","98109","WEST","LOWER QUEEN ANNE"
"844",1044848,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 07:14:32 PM","2025-04-25","07:14:32","1017 LAKEVIEW BLVD E, SEATTLE, WA 98102",47.62851514,-122.32703806,"POINT (-122.32703806 47.62851514)","98102","EAST","BROADWAY"
"845",1044849,"Pothole","SDOT-Seattle Department of Transportation","04/25/2025 06:48:16 PM","2025-04-25","06:48:16","8690 INTERLAKE AVE N, SEATTLE, WA 98103",47.69168785,-122.34011138,"POINT (-122.34011138 47.69168785)","98103","NORTH","NORTH COLLEGE PARK"
"846",1044850,"Nightlife Noise Complaint","FAS-Finance and Administrative Services","04/25/2025 07:18:35 PM","2025-04-25","07:18:35","",NA,NA,"","","",""
"847",1044851,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 07:04:25 PM","2025-04-25","07:04:25","3601 GILMAN AVE W, SEATTLE, WA 98199",47.65229442,-122.3837202,"POINT (-122.3837202 47.65229442)","98199","WEST","LAWTON PARK"
"848",1044852,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 07:08:41 PM","2025-04-25","07:08:41","1144 STURGUS AVE S, SEATTLE, WA 98144",47.59202047,-122.31222612,"POINT (-122.31222612 47.59202047)","98144","SOUTH","NORTH BEACON HILL"
"849",1044853,"Nuisance dogs in a park","FAS-Finance and Administrative Services","04/25/2025 07:16:28 PM","2025-04-25","07:16:28","1073 DISCOVERY PARK BLVD, SEATTLE, WA 98199",47.66071097,-122.41971601,"POINT (-122.41971601 47.66071097)","98199","WEST","LAWTON PARK"
"850",1044854,"Traffic Signal Maintenance","SDOT-Seattle Department of Transportation","04/25/2025 07:12:31 PM","2025-04-25","07:12:31","12999 1ST AVE NE, SEATTLE, WA 98125",47.72315804,-122.32904034,"POINT (-122.32904034 47.72315804)","98125","NORTH","HALLER LAKE"
"851",1044855,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 07:03:06 PM","2025-04-25","07:03:06","683 4TH AVE N, SEATTLE, WA 98109",47.62528181,-122.34899261,"POINT (-122.34899261 47.62528181)","98109","WEST","LOWER QUEEN ANNE"
"852",1044856,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 07:20:56 PM","2025-04-25","07:20:56","1726 16TH AVE, SEATTLE, WA 98122",47.61675878,-122.31133127,"POINT (-122.31133127 47.61675878)","98122","EAST","STEVENS"
"853",1044857,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 07:04:28 PM","2025-04-25","07:04:28","393 ROY ST, SEATTLE, WA 98109",47.62534629,-122.34904265,"POINT (-122.34904265 47.62534629)","98109","WEST","LOWER QUEEN ANNE"
"854",1044858,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 07:18:30 PM","2025-04-25","07:18:30","7130 SHINKLE PL SW, SEATTLE, WA 98106",47.53826207,-122.36659464,"POINT (-122.36659464 47.53826207)","98106","SOUTHWEST","HIGH POINT"
"855",1044859,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 07:45:42 PM","2025-04-25","07:45:42","1018 E REPUBLICAN ST, SEATTLE, WA 98102",47.62328814,-122.31904253,"POINT (-122.31904253 47.62328814)","98102","EAST","BROADWAY"
"856",1044860,"Dead Animal","FAS-Finance and Administrative Services","04/25/2025 07:47:46 PM","2025-04-25","07:47:46","12721 27TH AVE NE, SEATTLE, WA 98125",47.72180274,-122.29955632,"POINT (-122.29955632 47.72180274)","98125","NORTH","OLYMPIC HILLS"
"857",1044861,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 06:36:28 PM","2025-04-25","06:36:28","68 S JACKSON ST, SEATTLE, WA 98104",47.59928902,-122.33533912,"POINT (-122.33533912 47.59928902)","98104","WEST","PIONEER SQUARE"
"858",1044862,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 07:14:28 PM","2025-04-25","07:14:28","1743 NW DOCK PL, SEATTLE, WA 98107",47.66534981,-122.3789369,"POINT (-122.3789369 47.66534981)","98107","NORTH","ADAMS"
"859",1044863,"General Inquiry - Transportation","SDOT-Seattle Department of Transportation","04/25/2025 07:50:21 PM","2025-04-25","07:50:21","900 HIAWATHA PL S WA 98144",47.59437211,-122.30882968,"POINT (-122.30882968 47.59437211)","98144","EAST","ATLANTIC"
"860",1044864,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 07:16:34 PM","2025-04-25","07:16:34","789 BELLEVUE PL E, SEATTLE, WA 98102",47.62665856,-122.32753148,"POINT (-122.32753148 47.62665856)","98102","EAST","BROADWAY"
"861",1044865,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 07:33:36 PM","2025-04-25","07:33:36","185 N 140TH ST, SEATTLE, WA 98133",47.73042044,-122.35710778,"POINT (-122.35710778 47.73042044)","98133","NORTH","BROADVIEW"
"862",1044866,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 07:25:34 PM","2025-04-25","07:25:34","6731 FREMONT AVE N, SEATTLE, WA 98103",47.67807958,-122.35003544,"POINT (-122.35003544 47.67807958)","98103","NORTH","PHINNEY RIDGE"
"863",1044867,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 07:49:44 PM","2025-04-25","07:49:44","4736 7TH AVE NE, SEATTLE, WA 98105",47.66417555,-122.32024012,"POINT (-122.32024012 47.66417555)","98105","NORTH","UNIVERSITY DISTRICT"
"864",1044868,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 07:53:50 PM","2025-04-25","07:53:50","2720 S HANFORD ST, SEATTLE, WA 98144",47.57533112,-122.297324,"POINT (-122.297324 47.57533112)","98144","SOUTH","COLUMBIA CITY"
"865",1044869,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 07:16:31 PM","2025-04-25","07:16:31","426 12TH AVE E, SEATTLE, WA 98102",47.62227342,-122.31664646,"POINT (-122.31664646 47.62227342)","98102","EAST","BROADWAY"
"866",1044870,"Scooter or Bike Share Issue","SDOT-Seattle Department of Transportation","04/25/2025 07:43:45 PM","2025-04-25","07:43:45","4200 E STEVENS WAY NE, SEATTLE, WA 98195",47.65917227,-122.30623858,"POINT (-122.30623858 47.65917227)","98195","NORTH","UNIVERSITY DISTRICT"
"867",1044871,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/25/2025 07:47:43 PM","2025-04-25","07:47:43","5050 BROOKLYN AVE NE, SEATTLE, WA 98105",47.66529931,-122.31408235,"POINT (-122.31408235 47.66529931)","98105","NORTH","UNIVERSITY DISTRICT"
"868",1044872,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 07:21:05 PM","2025-04-25","07:21:05","141 HARVARD AVE E, SEATTLE, WA 98102",47.61920941,-122.3223163,"POINT (-122.3223163 47.61920941)","98102","EAST","BROADWAY"
"869",1044873,"Public Litter and Recycling Cans","SPU-Seattle Public Utilities","04/25/2025 07:23:32 PM","2025-04-25","07:23:32","5004 17TH AVE NW, SEATTLE, WA 98107",47.66522462,-122.37876712,"POINT (-122.37876712 47.66522462)","98107","NORTH","ADAMS"
"870",1044874,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 07:53:46 PM","2025-04-25","07:53:46","350 1ST AVE W, SEATTLE, WA 98119",47.62192212,-122.35765469,"POINT (-122.35765469 47.62192212)","98119","WEST","LOWER QUEEN ANNE"
"871",1044875,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 08:03:50 PM","2025-04-25","08:03:50","853 HIAWATHA PL S, SEATTLE, WA 98144",47.59456302,-122.30940127,"POINT (-122.30940127 47.59456302)","98144","EAST","ATLANTIC"
"872",1044876,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 07:41:40 PM","2025-04-25","07:41:40","1485 RAINIER AVE S, SEATTLE, WA 98144",47.58978297,-122.307251,"POINT (-122.307251 47.58978297)","98144","SOUTH","NORTH BEACON HILL"
"873",1044877,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 08:01:50 PM","2025-04-25","08:01:50","853 HIAWATHA PL S, SEATTLE, WA 98144",47.59456302,-122.30940127,"POINT (-122.30940127 47.59456302)","98144","EAST","ATLANTIC"
"874",1044878,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 07:57:48 PM","2025-04-25","07:57:48","3221 MARTIN LUTHER KING JR WAY S, SEATTLE, WA 98144",47.5745797,-122.29698065,"POINT (-122.29698065 47.5745797)","98144","SOUTH","COLUMBIA CITY"
"875",1044879,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 08:02:05 PM","2025-04-25","08:02:05","12510 33RD AVE NE, SEATTLE, WA 98125",47.71978852,-122.2924097,"POINT (-122.2924097 47.71978852)","98125","NORTH","CEDAR PARK"
"876",1044880,"Pothole","SDOT-Seattle Department of Transportation","04/25/2025 08:10:06 PM","2025-04-25","08:10:06","6519 21ST AVE NE, SEATTLE, WA 98115",47.67642221,-122.30548893,"POINT (-122.30548893 47.67642221)","98115","NORTH","RAVENNA"
"877",1044881,"Parks and Recreation Maintenance","SPR-Seattle Parks and Recreation","04/25/2025 08:28:01 PM","2025-04-25","08:28:01","1852 5TH AVE N, SEATTLE, WA 98109",47.63531417,-122.34753155,"POINT (-122.34753155 47.63531417)","98109","WEST","EAST QUEEN ANNE"
"878",1044882,"Public Litter and Recycling Cans","SPU-Seattle Public Utilities","04/25/2025 08:30:05 PM","2025-04-25","08:30:05","4329 UNIVERSITY WAY NE, SEATTLE, WA 98105",47.66071168,-122.3135484,"POINT (-122.3135484 47.66071168)","98105","NORTH","UNIVERSITY DISTRICT"
"879",1044883,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 08:19:58 PM","2025-04-25","08:19:58","4757 S GENESEE ST, SEATTLE, WA 98118",47.56402095,-122.27377757,"POINT (-122.27377757 47.56402095)","98118","SOUTH","SEWARD PARK"
"880",1044884,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 08:09:57 PM","2025-04-25","08:09:57","1593 GRANDVIEW PL E, SEATTLE, WA 98112",47.63401095,-122.31202384,"POINT (-122.31202384 47.63401095)","98112","EAST","STEVENS"
"881",1044885,"Traffic Signal Maintenance","SDOT-Seattle Department of Transportation","04/25/2025 07:43:41 PM","2025-04-25","07:43:41","2923 ELLIOTT AVE, SEATTLE, WA 98121",47.61570316,-122.3546043,"POINT (-122.3546043 47.61570316)","98121","WEST","BELLTOWN"
"882",1044886,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 08:40:28 PM","2025-04-25","08:40:28","575 MELROSE AVE E, SEATTLE, WA 98102",47.62399558,-122.32800067,"POINT (-122.32800067 47.62399558)","98102","EAST","BROADWAY"
"883",1044887,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 08:52:18 PM","2025-04-25","08:52:18","6623 SUNNYSIDE AVE N, SEATTLE, WA 98103",47.67774845,-122.32956859,"POINT (-122.32956859 47.67774845)","98103","NORTH","GREEN LAKE"
"884",1044888,"General Inquiry - Transportation","SDOT-Seattle Department of Transportation","04/25/2025 08:12:17 PM","2025-04-25","08:12:17","98 S KING ST, SEATTLE, WA 98104",47.59837384,-122.33420499,"POINT (-122.33420499 47.59837384)","98104","WEST","PIONEER SQUARE"
"885",1044889,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 08:05:51 PM","2025-04-25","08:05:51","3623 27TH AVE S, SEATTLE, WA 98144",47.57082827,-122.29805607,"POINT (-122.29805607 47.57082827)","98144","SOUTH","COLUMBIA CITY"
"886",1044890,"Streetlight Maintenance","SCL-Seattle City Light","04/25/2025 08:56:14 PM","2025-04-25","08:56:14","1501 15TH AVE E, SEATTLE, WA 98112",47.63193507,-122.31513703,"POINT (-122.31513703 47.63193507)","98112","EAST","BROADWAY"
"887",1044891,"Illegal Dumping / Needles","SPU-Seattle Public Utilities","04/25/2025 08:24:01 PM","2025-04-25","08:24:01","7235 LAKE SHORE DR NE, SEATTLE, WA 98115",47.68045875,-122.24815833,"POINT (-122.24815833 47.68045875)","98115","NORTH","SAND POINT"
"888",1044892,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 08:54:13 PM","2025-04-25","08:54:13","3181 SW THISTLE ST, SEATTLE, WA 98126",47.52820176,-122.37368098,"POINT (-122.37368098 47.52820176)","98126","SOUTHWEST","ROXHILL"
"889",1044893,"Streetlight Maintenance","SCL-Seattle City Light","04/25/2025 09:00:16 PM","2025-04-25","09:00:16","4665 CALIFORNIA AVE SW, SEATTLE, WA 98116",47.56142193,-122.38689913,"POINT (-122.38689913 47.56142193)","98116","SOUTHWEST","GENESEE"
"890",1044894,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 08:15:56 PM","2025-04-25","08:15:56","1533 SW BARTON ST, SEATTLE, WA 98106",47.52094547,-122.35436195,"POINT (-122.35436195 47.52094547)","98106","SOUTHWEST","HIGHLAND PARK"
"891",1044895,"Scooter or Bike Share Issue","SDOT-Seattle Department of Transportation","04/25/2025 08:36:05 PM","2025-04-25","08:36:05","4425 RENTON AVE S, SEATTLE, WA 98108",47.56381293,-122.29249293,"POINT (-122.29249293 47.56381293)","98108","SOUTH","COLUMBIA CITY"
"892",1044896,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 09:04:19 PM","2025-04-25","09:04:19","12331 28TH AVE NE, SEATTLE, WA 98125",47.71838243,-122.29839642,"POINT (-122.29839642 47.71838243)","98125","NORTH","VICTORY HEIGHTS"
"893",1044897,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 08:52:13 PM","2025-04-25","08:52:13","1605 NE PACIFIC ST, SEATTLE, WA 98195",47.65215771,-122.31082417,"POINT (-122.31082417 47.65215771)","98195","NORTH","UNIVERSITY DISTRICT"
"894",1044898,"Animal Noise","FAS-Finance and Administrative Services","04/25/2025 09:10:21 PM","2025-04-25","09:10:21","6738 ALONZO AVE NW, SEATTLE, WA 98117",47.67891681,-122.37492993,"POINT (-122.37492993 47.67891681)","98117","NORTH","WHITTIER HEIGHTS"
"895",1044899,"Illegal Dumping / Needles","SPU-Seattle Public Utilities","04/25/2025 08:44:08 PM","2025-04-25","08:44:08","5124 RUSSELL AVE NW, SEATTLE, WA 98107",47.66557105,-122.37929616,"POINT (-122.37929616 47.66557105)","98107","NORTH","ADAMS"
"896",1044900,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 08:50:39 PM","2025-04-25","08:50:39","794 3RD AVE, SEATTLE, WA 98104",47.60420484,-122.33257845,"POINT (-122.33257845 47.60420484)","98104","WEST","CENTRAL BUSINESS DISTRICT"
"897",1044901,"General Inquiry - Transportation","SDOT-Seattle Department of Transportation","04/25/2025 09:13:31 PM","2025-04-25","09:13:31","4548 CALIFORNIA AVE SW, SEATTLE, WA 98116",47.56128973,-122.3864022,"POINT (-122.3864022 47.56128973)","98116","SOUTHWEST","GENESEE"
"898",1044902,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 07:39:44 PM","2025-04-25","07:39:44","1400 RAINIER AVE S, SEATTLE, WA 98144",47.59075686,-122.30749066,"POINT (-122.30749066 47.59075686)","98144","EAST","ATLANTIC"
